cohort,submission_n,submitted_utc,essay_blank,essay_chars,T1_everyday_coffee,T2_clarity_pace,T3_visual_immersion,T4_affect_stigma,T5_concepts_prior,T6_limits_friction,theme_count,themes_flagged,needs_manual_review
MQ,35,2026-03-14 23:36:31 UTC,0,249,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,36,2026-03-11 01:16:20 UTC,0,30,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,37,2026-03-11 23:33:53 UTC,0,396,1,1,0,1,0,0,3,T1_everyday_coffee;T2_clarity_pace;T4_affect_stigma,0
MQ,38,2026-03-17 02:00:08 UTC,0,102,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,39,2026-03-11 19:39:58 UTC,0,109,1,0,1,0,0,0,2,T1_everyday_coffee;T3_visual_immersion,0
MQ,40,2026-03-14 01:23:05 UTC,0,46,0,0,0,0,1,0,1,T5_concepts_prior,0
MQ,41,2026-03-10 18:30:13 UTC,0,201,0,0,0,0,0,0,0,,1
MQ,42,2026-03-20 04:26:38 UTC,0,58,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0
MQ,43,2026-03-20 04:19:44 UTC,0,145,0,1,1,1,0,0,3,T2_clarity_pace;T3_visual_immersion;T4_affect_stigma,0
MQ,44,2026-03-13 21:08:27 UTC,0,182,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,45,2026-03-12 21:24:47 UTC,0,156,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,46,2026-03-13 19:11:40 UTC,0,167,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,47,2026-03-14 07:13:41 UTC,0,274,0,1,0,0,0,0,1,T2_clarity_pace,0
MQ,48,2026-03-11 00:20:17 UTC,0,154,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,49,2026-03-10 17:02:08 UTC,0,407,1,1,1,0,0,1,4,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion;T6_limits_friction,0
MQ,51,2026-03-17 06:57:40 UTC,0,226,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0
MQ,52,2026-03-13 03:53:19 UTC,0,150,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,53,2026-03-11 02:49:42 UTC,0,127,0,0,0,0,0,1,1,T6_limits_friction,0
MQ,54,2026-03-11 21:02:24 UTC,0,31,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,55,2026-03-10 19:00:47 UTC,0,159,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,56,2026-03-15 01:36:48 UTC,0,85,0,0,0,0,0,0,0,,1
MQ,57,2026-03-12 01:44:59 UTC,0,247,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,58,2026-03-19 05:10:44 UTC,0,303,0,0,0,1,1,0,2,T4_affect_stigma;T5_concepts_prior,0
MQ,59,2026-03-11 06:36:42 UTC,0,202,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,60,2026-03-10 21:33:09 UTC,0,111,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,61,2026-03-12 01:21:52 UTC,0,66,0,0,0,0,0,0,0,,1
MQ,62,2026-03-12 01:22:20 UTC,0,169,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,63,2026-03-16 01:11:14 UTC,0,152,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,64,2026-03-16 20:15:40 UTC,0,21,0,0,0,0,1,0,1,T5_concepts_prior,0
MQ,65,2026-03-13 22:20:37 UTC,0,295,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0
MQ,66,2026-03-12 22:59:12 UTC,0,204,0,0,0,0,0,0,0,,1
MQ,67,2026-03-14 00:11:37 UTC,0,58,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,68,2026-03-15 19:39:37 UTC,0,258,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,69,2026-03-11 03:36:14 UTC,0,420,0,1,1,1,0,0,3,T2_clarity_pace;T3_visual_immersion;T4_affect_stigma,0
MQ,70,2026-03-10 15:34:23 UTC,0,325,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,71,2026-03-10 15:40:04 UTC,0,136,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,72,2026-03-10 15:59:21 UTC,0,157,0,0,0,0,1,0,1,T5_concepts_prior,0
MQ,73,2026-03-10 16:40:46 UTC,0,388,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0
MQ,74,2026-03-10 16:30:38 UTC,0,68,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,75,2026-03-10 17:16:54 UTC,0,336,1,1,0,1,1,0,4,T1_everyday_coffee;T2_clarity_pace;T4_affect_stigma;T5_concepts_prior,0
MQ,76,2026-03-10 18:01:57 UTC,0,130,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,77,2026-03-10 18:22:23 UTC,0,121,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,78,2026-03-15 07:42:13 UTC,0,158,0,1,0,1,0,0,2,T2_clarity_pace;T4_affect_stigma,0
MQ,79,2026-03-10 18:57:28 UTC,0,146,0,1,0,1,0,0,2,T2_clarity_pace;T4_affect_stigma,0
MQ,80,2026-03-12 17:15:15 UTC,0,48,0,0,0,0,0,0,0,,1
MQ,81,2026-03-10 19:25:07 UTC,0,170,0,1,0,0,0,0,1,T2_clarity_pace,0
MQ,82,2026-03-10 20:31:33 UTC,0,263,0,0,0,0,0,0,0,,1
MQ,83,2026-03-10 20:33:18 UTC,0,144,0,1,1,0,0,0,2,T2_clarity_pace;T3_visual_immersion,0
MQ,84,2026-03-10 20:49:52 UTC,0,163,0,1,0,0,0,0,1,T2_clarity_pace,0
MQ,85,2026-03-11 00:33:14 UTC,0,190,1,0,1,0,0,0,2,T1_everyday_coffee;T3_visual_immersion,0
MQ,86,2026-03-10 21:39:59 UTC,0,279,1,1,1,0,0,0,3,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion,0
MQ,87,2026-03-10 22:33:31 UTC,0,41,0,0,0,0,0,0,0,,1
MQ,88,2026-03-10 22:52:53 UTC,0,260,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,89,2026-03-10 23:13:55 UTC,0,263,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,91,2026-03-10 23:24:16 UTC,0,154,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,92,2026-03-10 23:24:01 UTC,0,129,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,93,2026-03-11 08:26:18 UTC,0,139,0,0,0,0,1,0,1,T5_concepts_prior,0
MQ,94,2026-03-11 00:06:32 UTC,0,281,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0
MQ,95,2026-03-11 21:17:58 UTC,0,133,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,96,2026-03-11 00:31:36 UTC,0,83,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0
MQ,97,2026-03-11 00:33:47 UTC,0,93,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,98,2026-03-11 03:58:37 UTC,0,729,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0
MQ,99,2026-03-11 01:17:05 UTC,0,77,0,0,0,0,0,0,0,,1
MQ,100,2026-03-11 02:06:27 UTC,0,313,1,1,1,0,0,0,3,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion,0
MQ,101,2026-03-11 03:14:46 UTC,0,128,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,102,2026-03-11 03:29:46 UTC,0,126,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0
MQ,103,2026-03-11 04:22:35 UTC,0,232,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,104,2026-03-11 04:30:56 UTC,0,215,0,0,0,0,0,0,0,,1
MQ,105,2026-03-13 02:36:04 UTC,0,237,0,0,0,0,1,0,1,T5_concepts_prior,0
MQ,106,2026-03-11 06:11:00 UTC,0,343,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,107,2026-03-11 06:24:39 UTC,0,59,0,0,0,0,0,1,1,T6_limits_friction,0
MQ,108,2026-03-11 07:12:06 UTC,0,97,0,0,0,0,1,0,1,T5_concepts_prior,0
MQ,109,2026-03-11 07:21:58 UTC,0,200,0,0,1,1,1,0,3,T3_visual_immersion;T4_affect_stigma;T5_concepts_prior,0
MQ,110,2026-03-12 01:10:17 UTC,0,141,0,0,0,0,0,0,0,,1
MQ,111,2026-03-11 21:06:06 UTC,0,164,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,112,2026-03-11 16:05:38 UTC,0,256,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,113,2026-03-11 17:08:03 UTC,0,29,0,0,0,0,0,0,0,,1
MQ,114,2026-03-11 18:57:33 UTC,0,498,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,115,2026-03-11 19:53:38 UTC,0,248,0,0,0,0,0,0,0,,1
MQ,116,2026-03-11 20:24:04 UTC,0,137,0,1,1,0,0,0,2,T2_clarity_pace;T3_visual_immersion,0
MQ,117,2026-03-11 21:26:43 UTC,0,296,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,118,2026-03-12 16:17:01 UTC,0,116,0,0,0,0,0,1,1,T6_limits_friction,0
MQ,119,2026-03-12 03:57:14 UTC,0,299,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,120,2026-03-12 02:03:45 UTC,0,317,0,0,0,0,0,0,0,,1
MQ,121,2026-03-15 17:10:20 UTC,0,224,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0
MQ,122,2026-03-11 23:25:54 UTC,0,227,0,1,0,1,1,0,3,T2_clarity_pace;T4_affect_stigma;T5_concepts_prior,0
MQ,123,2026-03-11 23:49:15 UTC,0,56,0,0,0,0,0,0,0,,1
MQ,124,2026-03-11 23:57:39 UTC,0,130,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,125,2026-03-12 01:39:56 UTC,0,208,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0
MQ,127,2026-03-12 02:56:21 UTC,0,210,0,0,0,0,1,0,1,T5_concepts_prior,0
MQ,128,2026-03-12 03:33:18 UTC,0,82,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0
MQ,129,2026-03-12 03:36:50 UTC,0,154,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,130,2026-03-12 04:12:14 UTC,0,158,0,1,1,0,1,0,3,T2_clarity_pace;T3_visual_immersion;T5_concepts_prior,0
MQ,131,2026-03-12 07:24:50 UTC,0,171,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,132,2026-03-12 06:58:50 UTC,0,383,1,1,1,0,0,0,3,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion,0
MQ,133,2026-03-12 23:15:41 UTC,0,69,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,134,2026-03-18 17:08:23 UTC,0,101,0,0,0,0,0,0,0,,1
MQ,136,2026-03-15 06:30:13 UTC,0,137,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,137,2026-03-12 23:28:27 UTC,0,118,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,138,2026-03-13 00:32:58 UTC,0,291,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,139,2026-03-17 16:24:50 UTC,0,308,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0
MQ,140,2026-03-13 05:52:45 UTC,0,305,0,1,0,0,0,0,1,T2_clarity_pace,0
MQ,141,2026-03-13 05:53:17 UTC,0,212,0,1,0,0,0,0,1,T2_clarity_pace,0
MQ,142,2026-03-13 07:37:44 UTC,0,122,0,1,1,0,0,0,2,T2_clarity_pace;T3_visual_immersion,0
MQ,143,2026-03-16 21:34:42 UTC,0,116,0,1,0,0,0,0,1,T2_clarity_pace,0
MQ,144,2026-03-13 17:56:47 UTC,0,158,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0
MQ,145,2026-03-30 03:50:47 UTC,0,84,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,146,2026-03-14 01:03:53 UTC,0,252,0,0,0,1,0,0,1,T4_affect_stigma,0
MQ,147,2026-03-13 21:10:20 UTC,0,225,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0
MQ,148,2026-03-13 21:48:35 UTC,0,125,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,149,2026-03-13 22:18:49 UTC,0,168,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0
MQ,150,2026-03-14 04:33:15 UTC,0,223,0,0,0,0,0,0,0,,1
MQ,151,2026-03-14 05:43:11 UTC,0,170,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,152,2026-03-14 05:56:21 UTC,0,128,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0
MQ,153,2026-03-14 06:14:03 UTC,0,86,0,0,0,0,0,0,0,,1
MQ,154,2026-03-16 09:05:17 UTC,0,183,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0
MQ,155,2026-03-14 19:45:43 UTC,0,257,1,0,1,0,0,0,2,T1_everyday_coffee;T3_visual_immersion,0
MQ,156,2026-03-15 00:24:48 UTC,0,174,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,157,2026-03-15 00:45:34 UTC,0,260,1,1,1,0,0,0,3,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion,0
MQ,158,2026-03-15 01:17:32 UTC,0,187,0,0,0,0,1,0,1,T5_concepts_prior,0
MQ,159,2026-03-15 23:25:47 UTC,0,122,0,1,0,0,0,0,1,T2_clarity_pace,0
MQ,160,2026-03-15 23:51:03 UTC,0,470,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0
MQ,161,2026-03-16 04:15:53 UTC,0,90,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,163,2026-03-16 22:35:33 UTC,0,300,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0
MQ,164,2026-03-17 02:34:59 UTC,0,120,0,0,0,0,0,0,0,,1
MQ,165,2026-03-17 04:03:48 UTC,0,130,0,0,1,0,0,0,1,T3_visual_immersion,0
MQ,166,2026-03-17 05:39:10 UTC,0,36,0,0,0,0,0,0,0,,1
MQ,167,2026-03-17 05:57:40 UTC,0,13,0,0,0,0,1,0,1,T5_concepts_prior,0
MQ,168,2026-03-17 21:37:19 UTC,0,66,0,0,0,0,0,0,0,,1
MQ,169,2026-03-17 22:47:56 UTC,0,75,0,1,1,0,0,0,2,T2_clarity_pace;T3_visual_immersion,0
MQ,170,2026-03-18 07:17:43 UTC,0,195,1,0,0,0,0,0,1,T1_everyday_coffee,0
MQ,171,2026-03-20 02:50:05 UTC,0,145,1,0,0,0,0,0,1,T1_everyday_coffee,0
